+----------------------------------+-------------+-----------------+
|            Algorithm             | Precision@5 |      NDCG@5     |
| /(+(#36(),#36()),+(#36(),#22())) |    0.112    | 0.0883830915035 |
|          /(#44(),#36())          |    0.128    | 0.0884809238303 |
| /(/(#38(),#22()),*(#38(),#38())) |    0.136    | 0.0884899609631 |
|   *(/(1(),#36()),/(1(),#22()))   |    0.128    | 0.0885098139045 |
|   +(sqrt(#20()),/(1(),#22()))    |    0.112    | 0.0885831530829 |
|    /(exp(1()),*(#22(),#22()))    |    0.128    | 0.0885831530829 |
| /(+(#20(),#20()),+(#20(),#38())) |     0.12    | 0.0886510723651 |
|  /(sqrt(#20()),*(#22(),#22()))   |     0.12    | 0.0887048747329 |
| /(/(#22(),#38()),*(#36(),#22())) |    0.128    | 0.0887329527266 |
|    /(/(1(),#22()),exp(#36()))    |    0.128    | 0.0887347352738 |
|  *(/(1(),#36()),/(#20(),#22()))  |    0.128    |  0.08884364481  |
| /(/(#36(),#20()),+(#38(),#22())) |    0.128    | 0.0888822810829 |
| /(/(#38(),#38()),+(#20(),#38())) |    0.144    | 0.0890090034838 |
|  /(/(1(),#36()),*(#38(),#22()))  |    0.144    | 0.0890130398656 |
|  +(+(#20(),#22()),/(1(),#38()))  |     0.12    | 0.0890147133008 |
|    /(/(1(),#38()),log(#20()))    |    0.136    | 0.0890476397567 |
| /(+(#36(),#20()),+(#20(),#22())) |    0.112    | 0.0891616552847 |
|  /(/(#36(),#22()),sqrt(#22()))   |    0.112    | 0.0892012620242 |
| /(/(#20(),#22()),*(#20(),#38())) |    0.128    | 0.0892685247442 |
|  /(/(1(),#20()),+(#38(),#22()))  |    0.128    | 0.0892883776857 |
|  /(+(1(),#38()),+(#36(),#38()))  |    0.136    | 0.0894313681828 |
|  /(/(1(),#22()),+(#36(),#22()))  |    0.128    | 0.0895132990549 |
| /(+(#20(),#38()),*(#38(),#38())) |    0.136    | 0.0895386042838 |
|  +(/(1(),#38()),/(#36(),#22()))  |    0.128    | 0.0897066068595 |
|   /(/(#38(),#22()),log(#38()))   |    0.128    | 0.0897671104984 |
| /(+(#20(),#22()),*(#38(),#38())) |    0.136    | 0.0897981255442 |
|          /(#44(),#20())          |    0.128    | 0.0899513811702 |
| /(/(#36(),#20()),*(#38(),#22())) |    0.144    |  0.089960418303 |
|    /(/(1(),#36()),log(#22()))    |    0.128    | 0.0899802712444 |
| /(/(#38(),#36()),*(#38(),#22())) |    0.144    | 0.0899933447589 |
|   /(/(#36(),#20()),exp(#38()))   |    0.136    | 0.0899990545758 |
|   *(sqrt(#36()),/(1(),#22()))    |     0.12    | 0.0900497385248 |
|   /(exp(#20()),*(#36(),#22()))   |     0.12    | 0.0900622021166 |
| /(/(#20(),#22()),*(#38(),#38())) |    0.136    | 0.0900875073454 |
| +(/(#20(),#22()),/(#22(),#38())) |     0.12    | 0.0903322809511 |
|  /(/(1(),#20()),+(#20(),#22()))  |    0.144    |  0.090524618994 |
|    /(/(1(),#38()),exp(#20()))    |    0.136    | 0.0905422478205 |
|   /(/(1(),#36()),+(1(),#38()))   |    0.144    | 0.0906134141882 |
| /(+(#36(),#36()),*(#20(),#38())) |    0.136    | 0.0907389820842 |
|   /(log(#20()),*(#36(),#22()))   |    0.128    |  0.091003870737 |
| /(+(#36(),#20()),*(#36(),#22())) |    0.128    | 0.0910079071187 |
| /(/(#36(),#22()),*(#38(),#22())) |    0.136    | 0.0910238085734 |
|   /(exp(#38()),+(#38(),#22()))   |    0.136    | 0.0910647463236 |
|   /(log(#20()),*(#20(),#38()))   |    0.136    | 0.0911403393367 |
|  +(/(1(),#22()),/(#36(),#38()))  |    0.128    | 0.0911468612341 |
|   /(/(#20(),#22()),log(#20()))   |    0.112    | 0.0912375678383 |
| /(/(#38(),#38()),*(#22(),#22())) |    0.128    | 0.0912375678383 |
|   /(/(1(),#20()),+(1(),#38()))   |    0.144    | 0.0913919779693 |
|   /(/(#36(),#20()),exp(#22()))   |    0.136    | 0.0914191946083 |
|  /(+(1(),#36()),+(#38(),#22()))  |    0.128    |  0.091445989234 |
| /(/(#20(),#22()),*(#36(),#20())) |    0.136    | 0.0914708429264 |
| /(/(#20(),#20()),*(#38(),#38())) |    0.136    | 0.0914980595654 |
|  /(/(1(),#22()),+(#20(),#38()))  |    0.128    | 0.0915326594565 |
| /(/(#20(),#22()),*(#36(),#22())) |    0.128    | 0.0917864708999 |
